Date,Month,Plant,Commodity,Required_MT,Target_Buffer_Days
2025-06-03,6,Bhilai Steel Plant,limestone,17265.8,21
2025-06-03,6,Bhilai Steel Plant,thermal_coal,24408.6,21
2025-06-03,6,Bokaro Steel Plant,coking_coal,37446.8,21
2025-06-03,6,Bokaro Steel Plant,limestone,19062.5,21
2025-06-03,6,Bokaro Steel Plant,thermal_coal,28841.2,21
2025-06-03,6,Rourkela Steel Plant,coking_coal,39470.4,21
2025-06-03,6,Rourkela Steel Plant,limestone,19406.4,21
2025-06-03,6,Rourkela Steel Plant,thermal_coal,27050.9,21
2025-06-03,6,Durgapur Steel Plant,coking_coal,38438.8,21
2025-06-03,6,Durgapur Steel Plant,limestone,18250.5,21
2025-06-03,6,Durgapur Steel Plant,thermal_coal,29168.5,21
2025-06-10,6,Bhilai Steel Plant,coking_coal,39535.5,21
2025-06-10,6,Bhilai Steel Plant,limestone,20416.4,21
2025-06-10,6,Bhilai Steel Plant,thermal_coal,21684.5,21
2025-06-10,6,Bokaro Steel Plant,coking_coal,41079.4,21
2025-06-10,6,Bokaro Steel Plant,limestone,17756.7,21
2025-06-10,6,Bokaro Steel Plant,thermal_coal,25861.8,21
2025-06-10,6,Rourkela Steel Plant,coking_coal,39765.2,21
2025-06-10,6,Rourkela Steel Plant,limestone,14022.4,21
2025-06-10,6,Rourkela Steel Plant,thermal_coal,26004.6,21
2025-06-10,6,Durgapur Steel Plant,coking_coal,40242.8,21
2025-06-10,6,Durgapur Steel Plant,limestone,20260.2,21
2025-06-10,6,Durgapur Steel Plant,thermal_coal,25467.1,21
2025-06-17,6,Bhilai Steel Plant,coking_coal,38144.7,21
2025-06-17,6,Bhilai Steel Plant,limestone,16696.8,21
2025-06-17,6,Bhilai Steel Plant,thermal_coal,28047.7,21
2025-06-17,6,Bokaro Steel Plant,coking_coal,40191.8,21
2025-06-17,6,Bokaro Steel Plant,limestone,16646.4,21
2025-06-17,6,Bokaro Steel Plant,thermal_coal,27323.9,21
2025-06-17,6,Rourkela Steel Plant,coking_coal,39774.7,21
2025-06-17,6,Rourkela Steel Plant,limestone,19343.6,21
2025-06-17,6,Rourkela Steel Plant,thermal_coal,25136.3,21
2025-06-17,6,Durgapur Steel Plant,coking_coal,39010.2,21
2025-06-17,6,Durgapur Steel Plant,limestone,16894.2,21
2025-06-17,6,Durgapur Steel Plant,thermal_coal,23765.7,21
2025-06-24,6,Bhilai Steel Plant,coking_coal,40133.0,21
2025-06-24,6,Bhilai Steel Plant,limestone,18069.9,21
2025-06-24,6,Bhilai Steel Plant,thermal_coal,26409.2,21
2025-06-24,6,Bokaro Steel Plant,coking_coal,39177.7,21
2025-06-24,6,Bokaro Steel Plant,limestone,15052.3,21
2025-06-24,6,Bokaro Steel Plant,thermal_coal,25642.8,21
2025-06-24,6,Rourkela Steel Plant,coking_coal,38983.1,21
2025-06-24,6,Rourkela Steel Plant,limestone,16155.9,21
2025-06-24,6,Rourkela Steel Plant,thermal_coal,26109.7,21
2025-06-24,6,Durgapur Steel Plant,coking_coal,40327.3,21
2025-06-24,6,Durgapur Steel Plant,limestone,20995.1,21
2025-06-24,6,Durgapur Steel Plant,thermal_coal,26714.2,21
2025-07-01,7,Bhilai Steel Plant,coking_coal,40063.6,21
2025-07-01,7,Bhilai Steel Plant,limestone,17466.0,21
2025-07-01,7,Bhilai Steel Plant,thermal_coal,22946.2,21
2025-07-01,7,Bokaro Steel Plant,coking_coal,39552.3,21
2025-07-01,7,Bokaro Steel Plant,limestone,17708.4,21
2025-07-01,7,Bokaro Steel Plant,thermal_coal,30833.8,21
2025-07-01,7,Rourkela Steel Plant,coking_coal,39253.8,21
2025-07-01,7,Rourkela Steel Plant,limestone,18142.8,21
2025-07-01,7,Rourkela Steel Plant,thermal_coal,26337.5,21
2025-07-01,7,Durgapur Steel Plant,coking_coal,37496.4,21
2025-07-01,7,Durgapur Steel Plant,limestone,19657.1,21
2025-07-01,7,Durgapur Steel Plant,thermal_coal,27753.5,21
2025-07-08,7,Bhilai Steel Plant,coking_coal,41023.9,21
2025-07-08,7,Bhilai Steel Plant,limestone,15963.1,21
2025-07-08,7,Bhilai Steel Plant,thermal_coal,28925.0,21
2025-07-08,7,Bokaro Steel Plant,coking_coal,37076.7,21
2025-07-08,7,Bokaro Steel Plant,limestone,18656.3,21
2025-07-08,7,Bokaro Steel Plant,thermal_coal,30342.8,21
2025-07-08,7,Rourkela Steel Plant,coking_coal,37817.0,21
2025-07-08,7,Rourkela Steel Plant,limestone,16580.7,21
2025-07-08,7,Rourkela Steel Plant,thermal_coal,26579.4,21
2025-07-08,7,Durgapur Steel Plant,coking_coal,38693.7,21
2025-07-08,7,Durgapur Steel Plant,limestone,14808.8,21
2025-07-08,7,Durgapur Steel Plant,thermal_coal,26523.4,21
2025-07-15,7,Bhilai Steel Plant,coking_coal,37687.9,21
2025-07-15,7,Bhilai Steel Plant,limestone,18452.5,21
2025-07-15,7,Bhilai Steel Plant,thermal_coal,24745.0,21
2025-07-15,7,Bokaro Steel Plant,coking_coal,42389.9,21
2025-07-15,7,Bokaro Steel Plant,limestone,16190.1,21
2025-07-15,7,Bokaro Steel Plant,thermal_coal,25820.3,21
2025-07-15,7,Rourkela Steel Plant,coking_coal,41064.3,21
2025-07-15,7,Rourkela Steel Plant,limestone,15384.4,21
2025-07-15,7,Rourkela Steel Plant,thermal_coal,26809.4,21
2025-07-15,7,Durgapur Steel Plant,coking_coal,41952.9,21
2025-07-15,7,Durgapur Steel Plant,limestone,14706.5,21
2025-07-15,7,Durgapur Steel Plant,thermal_coal,26732.3,21
2025-07-22,7,Bhilai Steel Plant,coking_coal,40067.8,21
2025-07-22,7,Bhilai Steel Plant,limestone,19007.3,21
2025-07-22,7,Bhilai Steel Plant,thermal_coal,24173.5,21
2025-07-22,7,Bokaro Steel Plant,coking_coal,37223.2,21
2025-07-22,7,Bokaro Steel Plant,limestone,18539.5,21
2025-07-22,7,Bokaro Steel Plant,thermal_coal,26934.6,21
2025-07-22,7,Rourkela Steel Plant,coking_coal,40050.9,21
2025-07-22,7,Rourkela Steel Plant,limestone,18223.6,21
2025-07-22,7,Rourkela Steel Plant,thermal_coal,25176.0,21
2025-07-22,7,Durgapur Steel Plant,coking_coal,40018.1,21
2025-07-22,7,Durgapur Steel Plant,limestone,18127.5,21
2025-07-22,7,Durgapur Steel Plant,thermal_coal,25114.2,21
2025-07-29,7,Bhilai Steel Plant,coking_coal,42958.4,21
2025-07-29,7,Bhilai Steel Plant,limestone,18452.9,21
2025-07-29,7,Bhilai Steel Plant,thermal_coal,24255.7,21
2025-07-29,7,Bokaro Steel Plant,coking_coal,40781.8,21
2025-07-29,7,Bokaro Steel Plant,limestone,15845.6,21
2025-07-29,7,Bokaro Steel Plant,thermal_coal,27816.8,21
2025-07-29,7,Rourkela Steel Plant,coking_coal,41685.5,21
2025-07-29,7,Rourkela Steel Plant,limestone,16122.8,21
2025-07-29,7,Rourkela Steel Plant,thermal_coal,28134.1,21
2025-07-29,7,Durgapur Steel Plant,coking_coal,40343.0,21
2025-07-29,7,Durgapur Steel Plant,limestone,19079.7,21
2025-07-29,7,Durgapur Steel Plant,thermal_coal,29814.2,21
2025-08-05,8,Bhilai Steel Plant,coking_coal,39158.3,21
2025-08-05,8,Bhilai Steel Plant,limestone,16243.3,21
2025-08-05,8,Bhilai Steel Plant,thermal_coal,24798.9,21
2025-08-05,8,Bokaro Steel Plant,coking_coal,38131.5,21
2025-08-05,8,Bokaro Steel Plant,limestone,17461.2,21
2025-08-05,8,Bokaro Steel Plant,thermal_coal,27014.1,21
2025-08-05,8,Rourkela Steel Plant,coking_coal,40098.0,21
2025-08-05,8,Rourkela Steel Plant,limestone,19088.9,21
2025-08-05,8,Rourkela Steel Plant,thermal_coal,26423.4,21
2025-08-05,8,Durgapur Steel Plant,coking_coal,42216.4,21
2025-08-05,8,Durgapur Steel Plant,limestone,17123.6,21
2025-08-05,8,Durgapur Steel Plant,thermal_coal,31296.3,21
2025-08-12,8,Bhilai Steel Plant,coking_coal,40726.2,21
2025-08-12,8,Bhilai Steel Plant,limestone,16057.1,21
2025-08-12,8,Bhilai Steel Plant,thermal_coal,24472.4,21
2025-08-12,8,Bokaro Steel Plant,coking_coal,40468.5,21
2025-08-12,8,Bokaro Steel Plant,limestone,17197.8,21
2025-08-12,8,Bokaro Steel Plant,thermal_coal,27685.2,21
2025-08-12,8,Rourkela Steel Plant,coking_coal,40451.8,21
2025-08-12,8,Rourkela Steel Plant,limestone,17468.9,21
2025-08-12,8,Rourkela Steel Plant,thermal_coal,24875.8,21
2025-08-12,8,Durgapur Steel Plant,coking_coal,36873.3,21
2025-08-12,8,Durgapur Steel Plant,limestone,16796.3,21
2025-08-12,8,Durgapur Steel Plant,thermal_coal,27941.5,21
2025-08-19,8,Bhilai Steel Plant,coking_coal,39985.4,21
2025-08-19,8,Bhilai Steel Plant,limestone,15357.7,21
2025-08-19,8,Bhilai Steel Plant,thermal_coal,26711.7,21
2025-08-19,8,Bokaro Steel Plant,coking_coal,40293.6,21
2025-08-19,8,Bokaro Steel Plant,limestone,16009.1,21
2025-08-19,8,Bokaro Steel Plant,thermal_coal,26676.7,21
2025-08-19,8,Rourkela Steel Plant,coking_coal,39704.8,21
2025-08-19,8,Rourkela Steel Plant,limestone,15542.7,21
2025-08-19,8,Rourkela Steel Plant,thermal_coal,27044.0,21
2025-08-19,8,Durgapur Steel Plant,coking_coal,40609.4,21
2025-08-19,8,Durgapur Steel Plant,limestone,19549.5,21
2025-08-19,8,Durgapur Steel Plant,thermal_coal,28296.8,21
2025-08-26,8,Bhilai Steel Plant,coking_coal,37120.2,21
2025-08-26,8,Bhilai Steel Plant,limestone,15911.9,21
2025-08-26,8,Bhilai Steel Plant,thermal_coal,27327.1,21
2025-08-26,8,Bokaro Steel Plant,coking_coal,40524.8,21
2025-08-26,8,Bokaro Steel Plant,limestone,18527.1,21
2025-08-26,8,Bokaro Steel Plant,thermal_coal,33334.9,21
2025-08-26,8,Rourkela Steel Plant,coking_coal,40627.6,21
2025-08-26,8,Rourkela Steel Plant,limestone,19644.0,21
2025-08-26,8,Rourkela Steel Plant,thermal_coal,28117.2,21
2025-08-26,8,Durgapur Steel Plant,coking_coal,40772.5,21
2025-08-26,8,Durgapur Steel Plant,limestone,17032.5,21
2025-08-26,8,Durgapur Steel Plant,thermal_coal,27766.1,21
2025-09-02,9,Bhilai Steel Plant,coking_coal,42708.9,21
2025-09-02,9,Bhilai Steel Plant,limestone,19173.7,21
2025-09-02,9,Bhilai Steel Plant,thermal_coal,28526.3,21
2025-09-02,9,Bokaro Steel Plant,coking_coal,44247.4,21
2025-09-02,9,Bokaro Steel Plant,limestone,23766.4,21
2025-09-02,9,Bokaro Steel Plant,thermal_coal,26038.9,21
2025-09-02,9,Rourkela Steel Plant,coking_coal,45335.3,21
2025-09-02,9,Rourkela Steel Plant,limestone,16697.1,21
2025-09-02,9,Rourkela Steel Plant,thermal_coal,28550.5,21
2025-09-02,9,Durgapur Steel Plant,coking_coal,46060.1,21
2025-09-02,9,Durgapur Steel Plant,limestone,19715.7,21
2025-09-02,9,Durgapur Steel Plant,thermal_coal,27460.1,21
2025-09-09,9,Bhilai Steel Plant,coking_coal,42812.5,21
2025-09-09,9,Bhilai Steel Plant,limestone,20823.3,21
2025-09-09,9,Bhilai Steel Plant,thermal_coal,28085.3,21
2025-09-09,9,Bokaro Steel Plant,coking_coal,44489.6,21
2025-09-09,9,Bokaro Steel Plant,limestone,19682.0,21
2025-09-09,9,Bokaro Steel Plant,thermal_coal,28227.1,21
2025-09-09,9,Rourkela Steel Plant,coking_coal,47959.1,21
2025-09-09,9,Rourkela Steel Plant,limestone,20741.1,21
2025-09-09,9,Rourkela Steel Plant,thermal_coal,25754.7,21
2025-09-09,9,Durgapur Steel Plant,coking_coal,44435.6,21
2025-09-09,9,Durgapur Steel Plant,limestone,18408.8,21
2025-09-09,9,Durgapur Steel Plant,thermal_coal,30934.4,21
2025-09-16,9,Bhilai Steel Plant,coking_coal,42673.5,21
2025-09-16,9,Bhilai Steel Plant,limestone,19393.5,21
2025-09-16,9,Bhilai Steel Plant,thermal_coal,30309.0,21
2025-09-16,9,Bokaro Steel Plant,coking_coal,45658.4,21
2025-09-16,9,Bokaro Steel Plant,limestone,17439.5,21
2025-09-16,9,Bokaro Steel Plant,thermal_coal,28797.9,21
2025-09-16,9,Rourkela Steel Plant,coking_coal,43245.1,21
2025-09-16,9,Rourkela Steel Plant,limestone,18424.0,21
2025-09-16,9,Rourkela Steel Plant,thermal_coal,32577.8,21
2025-09-16,9,Durgapur Steel Plant,coking_coal,44829.0,21
2025-09-16,9,Durgapur Steel Plant,limestone,17330.4,21
2025-09-16,9,Durgapur Steel Plant,thermal_coal,31052.2,21
2025-09-23,9,Bhilai Steel Plant,coking_coal,47919.9,21
2025-09-23,9,Bhilai Steel Plant,limestone,21458.4,21
2025-09-23,9,Bhilai Steel Plant,thermal_coal,26665.1,21
2025-09-23,9,Bokaro Steel Plant,coking_coal,43228.4,21
2025-09-23,9,Bokaro Steel Plant,limestone,21880.4,21
2025-09-23,9,Bokaro Steel Plant,thermal_coal,28126.2,21
2025-09-23,9,Rourkela Steel Plant,coking_coal,44898.9,21
2025-09-23,9,Rourkela Steel Plant,limestone,20994.3,21
2025-09-23,9,Rourkela Steel Plant,thermal_coal,27731.5,21
2025-09-23,9,Durgapur Steel Plant,coking_coal,43992.9,21
2025-09-23,9,Durgapur Steel Plant,limestone,13765.7,21
2025-09-23,9,Durgapur Steel Plant,thermal_coal,27556.1,21
2025-09-30,9,Bhilai Steel Plant,coking_coal,43645.4,21
2025-09-30,9,Bhilai Steel Plant,limestone,17354.0,21
2025-09-30,9,Bhilai Steel Plant,thermal_coal,32338.3,21
2025-09-30,9,Bokaro Steel Plant,coking_coal,41525.7,21
2025-09-30,9,Bokaro Steel Plant,limestone,18807.9,21
2025-09-30,9,Bokaro Steel Plant,thermal_coal,29635.3,21
2025-09-30,9,Rourkela Steel Plant,coking_coal,46694.3,21
2025-09-30,9,Rourkela Steel Plant,limestone,17015.4,21
2025-09-30,9,Rourkela Steel Plant,thermal_coal,31493.7,21
2025-09-30,9,Durgapur Steel Plant,coking_coal,44118.4,21
2025-09-30,9,Durgapur Steel Plant,limestone,17833.3,21
2025-09-30,9,Durgapur Steel Plant,thermal_coal,30231.8,21
2025-10-07,10,Bhilai Steel Plant,coking_coal,53458.3,21
2025-10-07,10,Bhilai Steel Plant,limestone,22519.6,21
2025-10-07,10,Bhilai Steel Plant,thermal_coal,35525.6,21
2025-10-07,10,Bokaro Steel Plant,coking_coal,52406.4,21
2025-10-07,10,Bokaro Steel Plant,limestone,23804.3,21
2025-10-07,10,Bokaro Steel Plant,thermal_coal,36591.8,21
2025-10-07,10,Rourkela Steel Plant,coking_coal,55954.8,21
2025-10-07,10,Rourkela Steel Plant,limestone,21371.9,21
2025-10-07,10,Rourkela Steel Plant,thermal_coal,39239.5,21
2025-10-07,10,Durgapur Steel Plant,coking_coal,49586.2,21
2025-10-07,10,Durgapur Steel Plant,limestone,23326.8,21
2025-10-07,10,Durgapur Steel Plant,thermal_coal,36459.0,21
2025-10-14,10,Bhilai Steel Plant,coking_coal,53605.8,21
2025-10-14,10,Bhilai Steel Plant,limestone,22479.1,21
2025-10-14,10,Bhilai Steel Plant,thermal_coal,35025.4,21
2025-10-14,10,Bokaro Steel Plant,coking_coal,52212.6,21
2025-10-14,10,Bokaro Steel Plant,limestone,22539.1,21
2025-10-14,10,Bokaro Steel Plant,thermal_coal,36929.3,21
2025-10-14,10,Rourkela Steel Plant,coking_coal,53742.6,21
2025-10-14,10,Rourkela Steel Plant,limestone,22352.8,21
2025-10-14,10,Rourkela Steel Plant,thermal_coal,37019.3,21
2025-10-14,10,Durgapur Steel Plant,coking_coal,53653.1,21
2025-10-14,10,Durgapur Steel Plant,limestone,25063.2,21
2025-10-14,10,Durgapur Steel Plant,thermal_coal,36533.3,21
2025-10-21,10,Bhilai Steel Plant,coking_coal,51607.8,21
2025-10-21,10,Bhilai Steel Plant,limestone,22591.7,21
2025-10-21,10,Bhilai Steel Plant,thermal_coal,36745.1,21
2025-10-21,10,Bokaro Steel Plant,coking_coal,54198.7,21
2025-10-21,10,Bokaro Steel Plant,limestone,23562.4,21
2025-10-21,10,Bokaro Steel Plant,thermal_coal,35611.2,21
2025-10-21,10,Rourkela Steel Plant,coking_coal,55399.8,21
2025-10-21,10,Rourkela Steel Plant,limestone,22535.2,21
2025-10-21,10,Rourkela Steel Plant,thermal_coal,36384.8,21
2025-10-21,10,Durgapur Steel Plant,coking_coal,52736.1,21
2025-10-21,10,Durgapur Steel Plant,limestone,23208.2,21
2025-10-21,10,Durgapur Steel Plant,thermal_coal,37377.8,21
2025-10-28,10,Bhilai Steel Plant,coking_coal,54585.7,21
2025-10-28,10,Bhilai Steel Plant,limestone,25064.3,21
2025-10-28,10,Bhilai Steel Plant,thermal_coal,37749.9,21
2025-10-28,10,Bokaro Steel Plant,coking_coal,53137.8,21
2025-10-28,10,Bokaro Steel Plant,limestone,24827.5,21
2025-10-28,10,Bokaro Steel Plant,thermal_coal,34841.5,21
2025-10-28,10,Rourkela Steel Plant,coking_coal,53683.5,21
2025-10-28,10,Rourkela Steel Plant,limestone,23365.7,21
2025-10-28,10,Rourkela Steel Plant,thermal_coal,35574.6,21
2025-10-28,10,Durgapur Steel Plant,coking_coal,54171.3,21
2025-10-28,10,Durgapur Steel Plant,limestone,22127.2,21
2025-10-28,10,Durgapur Steel Plant,thermal_coal,39166.3,21
2025-11-04,11,Bhilai Steel Plant,coking_coal,51289.2,21
2025-11-04,11,Bhilai Steel Plant,limestone,21414.5,21
2025-11-04,11,Bhilai Steel Plant,thermal_coal,37484.6,21
2025-11-04,11,Bokaro Steel Plant,coking_coal,54525.0,21
2025-11-04,11,Bokaro Steel Plant,limestone,24723.4,21
2025-11-04,11,Bokaro Steel Plant,thermal_coal,36531.0,21
2025-11-04,11,Rourkela Steel Plant,coking_coal,53078.0,21
2025-11-04,11,Rourkela Steel Plant,limestone,21984.9,21
2025-11-04,11,Rourkela Steel Plant,thermal_coal,35536.4,21
2025-11-04,11,Durgapur Steel Plant,coking_coal,51881.1,21
2025-11-04,11,Durgapur Steel Plant,limestone,25355.2,21
2025-11-04,11,Durgapur Steel Plant,thermal_coal,35135.3,21
2025-11-11,11,Bhilai Steel Plant,coking_coal,51614.1,21
2025-11-11,11,Bhilai Steel Plant,limestone,23021.5,21
2025-11-11,11,Bhilai Steel Plant,thermal_coal,36143.3,21
2025-11-11,11,Bokaro Steel Plant,coking_coal,52085.3,21
2025-11-11,11,Bokaro Steel Plant,limestone,22120.0,21
2025-11-11,11,Bokaro Steel Plant,thermal_coal,35838.6,21
2025-11-11,11,Rourkela Steel Plant,coking_coal,53540.9,21
2025-11-11,11,Rourkela Steel Plant,limestone,22687.5,21
2025-11-11,11,Rourkela Steel Plant,thermal_coal,34552.1,21
2025-11-11,11,Durgapur Steel Plant,coking_coal,53517.7,21
2025-11-11,11,Durgapur Steel Plant,limestone,20993.4,21
2025-11-11,11,Durgapur Steel Plant,thermal_coal,32866.6,21
2025-11-18,11,Bhilai Steel Plant,coking_coal,51806.8,21
2025-11-18,11,Bhilai Steel Plant,limestone,23215.8,21
2025-11-18,11,Bhilai Steel Plant,thermal_coal,35959.6,21
2025-11-18,11,Bokaro Steel Plant,coking_coal,55755.6,21
2025-11-18,11,Bokaro Steel Plant,limestone,25143.8,21
2025-11-18,11,Bokaro Steel Plant,thermal_coal,35112.1,21
2025-11-18,11,Rourkela Steel Plant,coking_coal,53065.8,21
2025-11-18,11,Rourkela Steel Plant,limestone,21795.4,21
2025-11-18,11,Rourkela Steel Plant,thermal_coal,35366.7,21
2025-11-18,11,Durgapur Steel Plant,coking_coal,52580.4,21
2025-11-18,11,Durgapur Steel Plant,limestone,24180.9,21
2025-11-18,11,Durgapur Steel Plant,thermal_coal,33911.0,21
2025-11-25,11,Bhilai Steel Plant,coking_coal,54034.8,21
2025-11-25,11,Bhilai Steel Plant,limestone,26358.9,21
2025-11-25,11,Bhilai Steel Plant,thermal_coal,35204.2,21
2025-11-25,11,Bokaro Steel Plant,coking_coal,53823.1,21
2025-11-25,11,Bokaro Steel Plant,limestone,24842.3,21
2025-11-25,11,Bokaro Steel Plant,thermal_coal,34677.8,21
2025-11-25,11,Rourkela Steel Plant,coking_coal,53503.4,21
2025-11-25,11,Rourkela Steel Plant,limestone,23622.7,21
2025-11-25,11,Rourkela Steel Plant,thermal_coal,35575.8,21
2025-11-25,11,Durgapur Steel Plant,coking_coal,51708.6,21
2025-11-25,11,Durgapur Steel Plant,limestone,23644.1,21
2025-11-25,11,Durgapur Steel Plant,thermal_coal,36296.4,21
2025-12-02,12,Bhilai Steel Plant,coking_coal,55712.1,21
2025-12-02,12,Bhilai Steel Plant,limestone,25326.7,21
2025-12-02,12,Bhilai Steel Plant,thermal_coal,39275.7,21
2025-12-02,12,Bokaro Steel Plant,coking_coal,51718.8,21
2025-12-02,12,Bokaro Steel Plant,limestone,25170.2,21
2025-12-02,12,Bokaro Steel Plant,thermal_coal,35730.0,21
2025-12-02,12,Rourkela Steel Plant,coking_coal,57041.6,21
2025-12-02,12,Rourkela Steel Plant,limestone,22145.1,21
2025-12-02,12,Rourkela Steel Plant,thermal_coal,33888.5,21
2025-12-02,12,Durgapur Steel Plant,coking_coal,52021.1,21
2025-12-02,12,Durgapur Steel Plant,limestone,19777.0,21
2025-12-02,12,Durgapur Steel Plant,thermal_coal,34453.6,21
2025-12-09,12,Bhilai Steel Plant,coking_coal,51733.6,21
2025-12-09,12,Bhilai Steel Plant,limestone,23870.7,21
2025-12-09,12,Bhilai Steel Plant,thermal_coal,36015.2,21
2025-12-09,12,Bokaro Steel Plant,coking_coal,56477.1,21
2025-12-09,12,Bokaro Steel Plant,limestone,25310.8,21
2025-12-09,12,Bokaro Steel Plant,thermal_coal,34361.6,21
2025-12-09,12,Rourkela Steel Plant,coking_coal,51482.9,21
2025-12-09,12,Rourkela Steel Plant,limestone,24485.5,21
2025-12-09,12,Rourkela Steel Plant,thermal_coal,33023.6,21
2025-12-09,12,Durgapur Steel Plant,coking_coal,56396.6,21
2025-12-09,12,Durgapur Steel Plant,limestone,25723.0,21
2025-12-09,12,Durgapur Steel Plant,thermal_coal,34555.5,21
2025-12-16,12,Bhilai Steel Plant,coking_coal,50016.4,21
2025-12-16,12,Bhilai Steel Plant,limestone,26037.0,21
2025-12-16,12,Bhilai Steel Plant,thermal_coal,35193.8,21
2025-12-16,12,Bokaro Steel Plant,coking_coal,55328.1,21
2025-12-16,12,Bokaro Steel Plant,limestone,20730.0,21
2025-12-16,12,Bokaro Steel Plant,thermal_coal,34321.1,21
2025-12-16,12,Rourkela Steel Plant,coking_coal,53109.4,21
2025-12-16,12,Rourkela Steel Plant,limestone,23684.6,21
2025-12-16,12,Rourkela Steel Plant,thermal_coal,34589.9,21
2025-12-16,12,Durgapur Steel Plant,coking_coal,54221.1,21
2025-12-16,12,Durgapur Steel Plant,limestone,21678.3,21
2025-12-16,12,Durgapur Steel Plant,thermal_coal,35143.7,21
2025-12-23,12,Bhilai Steel Plant,coking_coal,53316.5,21
2025-12-23,12,Bhilai Steel Plant,limestone,24526.0,21
2025-12-23,12,Bhilai Steel Plant,thermal_coal,36680.9,21
2025-12-23,12,Bokaro Steel Plant,coking_coal,51075.6,21
2025-12-23,12,Bokaro Steel Plant,limestone,20838.6,21
