Date,Price
2024-08-29,"1,312.00"
2024-08-28,"1,316.00"
2024-08-27,"1,317.00"
2024-08-23,"1,318.00"
2024-08-22,"1,313.00"
2024-08-21,"1,310.00"
2024-08-20,"1,309.00"
2024-08-19,"1,305.00"
2024-08-16,"1,304.00"
2024-08-15,"1,300.00"
2024-08-14,"1,297.00"
2024-08-13,"1,292.00"
2024-08-12,"1,294.00"
2024-08-09,"1,301.00"
2024-08-08,"1,302.00"
2024-08-07,"1,309.00"
2024-08-06,"1,320.00"
2024-08-05,"1,330.00"
2024-08-02,"1,342.00"
2024-08-01,"1,352.00"
2024-07-31,"1,363.00"
2024-07-30,"1,377.00"
2024-07-29,"1,383.00"
2024-07-26,"1,386.00"
2024-07-25,"1,387.00"
2024-07-24,"1,385.00"
2024-07-23,"1,380.00"
2024-07-22,"1,374.00"
2024-07-19,"1,374.00"
2024-07-18,"1,370.00"
2024-07-17,"1,370.00"
2024-07-16,"1,366.00"
2024-07-15,"1,368.00"
2024-07-12,"1,364.00"
2024-07-11,"1,361.00"
2024-07-10,"1,353.00"
2024-07-09,"1,347.00"
2024-07-08,"1,334.00"
2024-07-05,"1,335.00"
2024-07-04,"1,337.00"
2024-07-03,"1,340.00"
2024-07-02,"1,351.00"
2024-07-01,"1,369.00"
2024-06-28,"1,385.00"
2024-06-27,"1,399.00"
2024-06-26,"1,412.00"
2024-06-25,"1,412.00"
2024-06-24,"1,405.00"
2024-06-21,"1,398.00"
2024-06-20,"1,389.00"
2024-06-19,"1,374.00"
2024-06-18,"1,362.00"
2024-06-17,"1,346.00"
2024-06-14,"1,335.00"
2024-06-13,"1,313.00"
2024-06-12,"1,297.00"
2024-06-11,"1,271.00"
2024-06-10,"1,257.00"
2024-06-07,"1,254.00"
2024-06-06,"1,255.00"
2024-06-05,"1,258.00"
2024-06-04,"1,265.00"
2024-06-03,"1,272.00"
2024-05-31,"1,278.00"
2024-05-30,"1,286.00"
2024-05-29,"1,293.00"
2024-05-28,"1,309.00"
2024-05-24,"1,326.00"
2024-05-23,"1,345.00"
2024-05-22,"1,371.00"
2024-05-21,"1,382.00"
2024-05-20,"1,392.00"
2024-05-17,"1,405.00"
2024-05-16,"1,425.00"
2024-05-15,"1,453.00"
2024-05-14,"1,475.00"
2024-05-13,"1,485.00"
2024-05-10,"1,485.00"
2024-05-09,"1,488.00"
2024-05-08,"1,477.00"
2024-05-07,"1,461.00"
2024-05-03,"1,458.00"
2024-05-02,"1,466.00"
2024-05-01,"1,478.00"
2024-04-30,"1,485.00"
2024-04-29,"1,492.00"
2024-04-26,"1,495.00"
2024-04-25,"1,488.00"
2024-04-24,"1,456.00"
2024-04-23,"1,430.00"
2024-04-22,"1,410.00"
2024-04-19,"1,394.00"
2024-04-18,"1,365.00"
2024-04-17,"1,337.00"
2024-04-16,"1,311.00"
2024-04-15,"1,280.00"
2024-04-12,"1,272.00"
2024-04-11,"1,261.00"
2024-04-10,"1,260.00"
2024-04-09,"1,259.00"
2024-04-08,"1,258.00"
2024-04-05,"1,261.00"
2024-04-04,"1,273.00"
2024-04-03,"1,284.00"
2024-04-02,"1,303.00"
2024-03-28,"1,331.00"
2024-03-27,"1,353.00"
2024-03-26,"1,375.00"
2024-03-25,"1,386.00"
2024-03-22,"1,383.00"
2024-03-21,"1,379.00"
2024-03-20,"1,370.00"
2024-03-19,"1,351.00"
2024-03-18,"1,338.00"
2024-03-15,"1,326.00"
2024-03-14,"1,314.00"
2024-03-13,"1,301.00"
2024-03-12,"1,306.00"
2024-03-11,"1,316.00"
2024-03-08,"1,318.00"
2024-03-07,"1,317.00"
2024-03-06,"1,312.00"
2024-03-05,"1,297.00"
2024-03-04,"1,282.00"
2024-03-01,"1,267.00"
2024-02-29,"1,257.00"
2024-02-28,"1,239.00"
2024-02-27,"1,220.00"
2024-02-26,"1,198.00"
2024-02-23,"1,189.00"
2024-02-22,"1,174.00"
2024-02-21,"1,154.00"
2024-02-20,"1,129.00"
2024-02-19,"1,090.00"
2024-02-16,"1,071.00"
2024-02-15,"1,058.00"
2024-02-14,"1,052.00"
2024-02-13,"1,047.00"
2024-02-12,"1,048.00"
2024-02-09,"1,053.00"
2024-02-08,"1,050.00"
2024-02-07,"1,047.00"
2024-02-06,"1,041.00"
2024-02-05,"1,037.00"
2024-02-02,"1,041.00"
2024-02-01,"1,048.00"
2024-01-31,"1,055.00"
2024-01-30,"1,061.00"
2024-01-29,"1,065.00"
2024-01-26,"1,065.00"
2024-01-25,"1,062.00"
2024-01-24,"1,050.00"
2024-01-23,"1,033.00"
2024-01-22,"1,027.00"
2024-01-19,"1,030.00"
2024-01-18,"1,029.00"
2024-01-17,"1,039.00"
2024-01-16,"1,060.00"
2024-01-15,"1,078.00"
2024-01-12,"1,088.00"
2024-01-11,"1,108.00"
2024-01-10,"1,135.00"
2024-01-09,"1,162.00"
2024-01-08,"1,194.00"
2024-01-05,"1,212.00"
2024-01-04,"1,236.00"
2024-01-03,"1,271.00"
2024-01-02,"1,308.00"
