Date,Price
2024-05-20,"2,708.00"
2024-05-17,"2,675.00"
2024-05-16,"2,558.00"
2024-05-15,"2,699.00"
2024-05-14,"2,931.00"
2024-05-13,"3,108.00"
2024-05-10,"3,292.00"
2024-05-09,"3,405.00"
2024-05-08,"3,541.00"
2024-05-07,"3,239.00"
2024-05-03,"2,673.00"
2024-05-02,"2,372.00"
2024-05-01,"2,116.00"
2024-04-30,"2,100.00"
2024-04-29,"2,080.00"
2024-04-26,"2,172.00"
2024-04-25,"2,230.00"
2024-04-24,"2,345.00"
2024-04-23,"2,458.00"
2024-04-22,"2,702.00"
2024-04-19,"2,839.00"
2024-04-18,"2,845.00"
2024-04-17,"2,760.00"
2024-04-16,"2,631.00"
2024-04-15,"2,529.00"
2024-04-12,"2,552.00"
2024-04-11,"2,475.00"
2024-04-10,"2,202.00"
2024-04-09,"2,153.00"
2024-04-08,"2,198.00"
2024-04-05,"2,274.00"
2024-04-04,"2,354.00"
2024-04-03,"2,437.00"
2024-04-02,"2,394.00"
2024-03-28,"2,637.00"
2024-03-27,"2,638.00"
2024-03-26,"2,964.00"
2024-03-25,"3,295.00"
2024-03-22,"3,482.00"
2024-03-21,"3,588.00"
2024-03-20,"3,690.00"
2024-03-19,"3,990.00"
2024-03-18,"4,089.00"
2024-03-15,"4,019.00"
2024-03-14,"4,042.00"
2024-03-13,"4,189.00"
2024-03-12,"4,092.00"
2024-03-11,"4,314.00"
2024-03-08,"4,245.00"
2024-03-07,"3,979.00"
2024-03-06,"3,769.00"
2024-03-05,"4,148.00"
2024-03-04,"4,205.00"
2024-03-01,"3,977.00"
2024-02-29,"3,743.00"
2024-02-28,"3,596.00"
2024-02-27,"3,224.00"
2024-02-26,"3,163.00"
2024-02-23,"3,145.00"
2024-02-22,"2,790.00"
2024-02-21,"2,543.00"
2024-02-20,"2,409.00"
2024-02-19,"2,457.00"
2024-02-16,"2,448.00"
2024-02-15,"2,394.00"
2024-02-14,"2,436.00"
2024-02-13,"2,476.00"
2024-02-12,"2,453.00"
2024-02-09,"2,381.00"
2024-02-08,"2,196.00"
2024-02-07,"2,263.00"
2024-02-06,"2,371.00"
2024-02-05,"2,142.00"
2024-02-02,"2,030.00"
2024-02-01,"1,924.00"
2024-01-31,"1,891.00"
2024-01-30,"1,824.00"
2024-01-29,"1,970.00"
2024-01-26,"2,135.00"
2024-01-25,"2,086.00"
2024-01-24,"2,145.00"
2024-01-23,"2,099.00"
2024-01-22,"2,272.00"
2024-01-19,"2,244.00"
2024-01-18,"1,853.00"
2024-01-17,"1,733.00"
2024-01-16,"1,779.00"
2024-01-15,"1,880.00"
2024-01-12,"2,172.00"
2024-01-11,"2,424.00"
2024-01-10,"2,696.00"
2024-01-09,"3,249.00"
2024-01-08,"3,599.00"
2024-01-05,"3,798.00"
2024-01-04,"3,651.00"
2024-01-03,"3,569.00"
2024-01-02,"3,484.00"
