Date,Price
2024-03-22,795.0
2024-03-21,795.0
2024-03-20,790.0
2024-03-19,788.0
2024-03-18,783.0
2024-03-15,781.0
2024-03-14,777.0
2024-03-13,769.0
2024-03-12,766.0
2024-03-11,764.0
2024-03-08,762.0
2024-03-07,759.0
2024-03-06,758.0
2024-03-05,753.0
2024-03-04,741.0
2024-03-01,722.0
2024-02-29,708.0
2024-02-28,686.0
2024-02-27,667.0
2024-02-26,639.0
2024-02-23,628.0
2024-02-22,618.0
2024-02-21,613.0
2024-02-20,596.0
2024-02-19,577.0
2024-02-16,572.0
2024-02-15,567.0
2024-02-14,566.0
2024-02-13,567.0
2024-02-12,569.0
2024-02-09,568.0
2024-02-08,570.0
2024-02-07,574.0
2024-02-06,577.0
2024-02-05,582.0
2024-02-02,585.0
2024-02-01,588.0
2024-01-31,591.0
2024-01-30,595.0
2024-01-29,597.0
2024-01-26,596.0
2024-01-25,597.0
2024-01-24,597.0
2024-01-23,596.0
2024-01-22,594.0
2024-01-19,594.0
2024-01-18,593.0
2024-01-17,596.0
2024-01-16,600.0
2024-01-15,605.0
2024-01-12,616.0
2024-01-11,625.0
2024-01-10,644.0
2024-01-09,661.0
2024-01-08,680.0
2024-01-05,695.0
2024-01-04,716.0
2024-01-03,745.0
2024-01-02,808.0
